current_price,days_before_departure,total_duration_minutes,stops,departure_month,departure_month_sin,departure_month_cos,future_price_change_percent,future_price
3689.4,58,300,1,9,-0.8660254037844385,-0.5000000000000004,-1.2449,3643.47
3179.96,115,279,0,11,-0.8660254037844386,0.5000000000000001,-1.3605,3136.7
428.14,46,237,0,7,1.2246467991473532e-16,-1.0,2.8989,440.56
1317.45,147,748,0,2,0.49999999999999994,0.8660254037844387,0.7608,1327.47
334.65,274,901,0,11,-0.8660254037844386,0.5000000000000001,2.4124,342.72
821.38,98,380,1,10,-1.0,-1.8369701987210297e-16,2.2028,839.47
56.74,300,1139,0,5,0.8660254037844387,-0.4999999999999998,6.8482,60.63
278.95,221,960,1,7,1.2246467991473532e-16,-1.0,1.5203,283.19
3773.36,230,911,0,12,-0.5000000000000004,0.8660254037844384,1.5658,3832.44
1429.74,343,1472,1,5,0.8660254037844387,-0.4999999999999998,6.0336,1516.01
54.16,158,896,0,1,0.0,1.0,2.2018,55.36
427.97,126,288,1,2,0.49999999999999994,0.8660254037844387,0.4832,430.04
311.22,364,1164,0,8,-0.4999999999999997,-0.8660254037844388,6.6205,331.82
2651.1,203,1560,2,12,-0.5000000000000004,0.8660254037844384,0.2148,2656.8
60.76,224,166,0,9,-0.8660254037844385,-0.5000000000000004,4.1799,63.29
842.68,108,830,0,8,-0.4999999999999997,-0.8660254037844388,4.3386,879.24
1344.0,78,824,1,4,1.0,6.123233995736766e-17,0.3147,1348.23
620.98,62,265,0,6,0.49999999999999994,-0.8660254037844387,4.3312,647.88
149.57,81,446,0,1,0.0,1.0,2.3417,153.07
2522.88,71,1502,1,5,0.8660254037844387,-0.4999999999999998,1.4971,2560.65
1889.67,273,719,1,8,-0.4999999999999997,-0.8660254037844388,2.7662,1941.94
266.19,21,921,1,11,-0.8660254037844386,0.5000000000000001,-1.7955,261.41
204.71,230,1701,3,12,-0.5000000000000004,0.8660254037844384,1.6379,208.06
1056.67,347,697,0,10,-1.0,-1.8369701987210297e-16,4.9945,1109.45
334.29,280,1342,0,1,0.0,1.0,3.3027,345.33
254.17,147,991,1,10,-1.0,-1.8369701987210297e-16,3.6346,263.41
517.3,21,1480,0,3,0.8660254037844386,0.5000000000000001,-0.1016,516.78
323.54,305,259,0,8,-0.4999999999999997,-0.8660254037844388,2.3319,331.08
2956.4,1,1338,0,12,-0.5000000000000004,0.8660254037844384,-1.9435,2898.95
3257.21,249,209,0,11,-0.8660254037844386,0.5000000000000001,3.6261,3375.32
1644.11,245,1228,0,8,-0.4999999999999997,-0.8660254037844388,5.7619,1738.84
79.13,70,1008,0,4,1.0,6.123233995736766e-17,3.6298,82.0
240.52,270,941,1,7,1.2246467991473532e-16,-1.0,7.3049,258.09
147.39,64,1535,1,9,-0.8660254037844385,-0.5000000000000004,2.1206,150.51
1216.52,82,1283,2,7,1.2246467991473532e-16,-1.0,3.3194,1256.9
895.65,297,1056,0,5,0.8660254037844387,-0.4999999999999998,5.9557,948.99
5000.0,358,1143,0,5,0.8660254037844387,-0.4999999999999998,3.8578,5192.89
493.6,96,1503,1,8,-0.4999999999999997,-0.8660254037844388,4.5117,515.87
65.23,337,382,0,1,0.0,1.0,4.4855,68.16
970.32,334,1274,0,12,-0.5000000000000004,0.8660254037844384,2.2015,991.68
278.53,281,964,1,2,0.49999999999999994,0.8660254037844387,-0.3266,277.62
78.37,51,161,1,12,-0.5000000000000004,0.8660254037844384,-0.6689,77.84
343.95,109,1382,0,1,0.0,1.0,0.1571,344.49
175.34,248,1365,1,7,1.2246467991473532e-16,-1.0,6.3845,186.53
149.22,365,1462,1,6,0.49999999999999994,-0.8660254037844387,5.5434,157.49
533.46,298,1353,2,7,1.2246467991473532e-16,-1.0,5.4784,562.68
1970.24,153,548,0,6,0.49999999999999994,-0.8660254037844387,5.6316,2081.2
2866.14,86,677,1,11,-0.8660254037844386,0.5000000000000001,-0.1555,2861.68
147.52,351,647,1,1,0.0,1.0,-0.1029,147.37
372.58,101,641,0,12,-0.5000000000000004,0.8660254037844384,1.246,377.23
1887.28,125,235,1,9,-0.8660254037844385,-0.5000000000000004,1.6093,1917.65
5000.0,353,1202,1,10,-1.0,-1.8369701987210297e-16,3.9681,5198.41
3034.74,205,1140,0,2,0.49999999999999994,0.8660254037844387,2.8436,3121.03
635.43,96,1481,0,1,0.0,1.0,-0.0912,634.85
2980.35,1,846,0,5,0.8660254037844387,-0.4999999999999998,0.7934,3004.0
1745.98,157,1631,1,4,1.0,6.123233995736766e-17,0.7873,1759.72
66.67,360,350,0,10,-1.0,-1.8369701987210297e-16,4.9323,69.95
69.46,158,734,0,11,-0.8660254037844386,0.5000000000000001,2.9286,71.49
4635.75,256,1184,0,6,0.49999999999999994,-0.8660254037844387,4.8523,4860.69
4465.64,92,1354,1,10,-1.0,-1.8369701987210297e-16,2.5514,4579.58
475.78,283,1244,1,1,0.0,1.0,0.3419,477.41
1058.24,283,723,0,9,-0.8660254037844385,-0.5000000000000004,4.8598,1109.66
147.74,222,151,0,2,0.49999999999999994,0.8660254037844387,2.2,150.99
1595.33,282,1305,0,9,-0.8660254037844385,-0.5000000000000004,4.1516,1661.57
361.95,211,600,0,5,0.8660254037844387,-0.4999999999999998,2.3666,370.51
271.21,138,1124,1,5,0.8660254037844387,-0.4999999999999998,1.3175,274.78
294.69,270,239,0,4,1.0,6.123233995736766e-17,3.5532,305.16
514.58,305,1517,1,5,0.8660254037844387,-0.4999999999999998,7.6353,553.86
3679.08,307,632,1,11,-0.8660254037844386,0.5000000000000001,0.8739,3711.23
4013.6,77,1738,2,10,-1.0,-1.8369701987210297e-16,1.4014,4069.85
134.57,247,1086,0,5,0.8660254037844387,-0.4999999999999998,2.0324,137.31
158.33,1,525,0,4,1.0,6.123233995736766e-17,1.4842,160.68
179.53,209,583,0,7,1.2246467991473532e-16,-1.0,4.0526,186.81
66.07,209,1800,2,9,-0.8660254037844385,-0.5000000000000004,3.8735,68.63
606.62,133,980,1,3,0.8660254037844386,0.5000000000000001,1.4213,615.24
514.94,363,1144,1,9,-0.8660254037844385,-0.5000000000000004,2.915,529.95
91.93,323,1058,1,12,-0.5000000000000004,0.8660254037844384,7.716,99.02
4277.89,14,391,0,11,-0.8660254037844386,0.5000000000000001,-2.0792,4188.94
1402.58,76,405,1,7,1.2246467991473532e-16,-1.0,3.3656,1449.79
78.23,76,116,1,4,1.0,6.123233995736766e-17,3.2943,80.8
1249.84,328,634,0,4,1.0,6.123233995736766e-17,4.2484,1302.94
255.6,189,1180,2,9,-0.8660254037844385,-0.5000000000000004,1.9555,260.59
848.69,266,722,2,6,0.49999999999999994,-0.8660254037844387,4.3188,885.34
371.8,296,590,2,2,0.49999999999999994,0.8660254037844387,-1.6031,365.84
84.75,280,691,1,9,-0.8660254037844385,-0.5000000000000004,4.5353,88.59
348.03,32,381,0,2,0.49999999999999994,0.8660254037844387,1.8369,354.43
4407.04,51,845,1,12,-0.5000000000000004,0.8660254037844384,-3.2502,4263.81
1676.38,144,848,0,6,0.49999999999999994,-0.8660254037844387,2.9526,1725.87
844.58,123,681,1,5,0.8660254037844387,-0.4999999999999998,5.4712,890.79
1816.01,273,90,0,1,0.0,1.0,-0.0127,1815.78
2091.63,57,669,2,3,0.8660254037844386,0.5000000000000001,-2.3688,2042.09
2987.08,135,651,0,12,-0.5000000000000004,0.8660254037844384,0.8227,3011.66
63.64,86,303,0,7,1.2246467991473532e-16,-1.0,3.45,65.84
103.5,69,1208,0,11,-0.8660254037844386,0.5000000000000001,-2.028,101.4
1630.93,63,352,1,12,-0.5000000000000004,0.8660254037844384,-3.6378,1571.6
3706.56,71,84,0,1,0.0,1.0,1.2529,3753.0
725.69,206,946,0,5,0.8660254037844387,-0.4999999999999998,4.9574,761.66
4852.19,150,953,0,11,-0.8660254037844386,0.5000000000000001,3.6213,5027.9
1200.5,159,1023,0,6,0.49999999999999994,-0.8660254037844387,3.0612,1237.25
62.19,175,659,2,7,1.2246467991473532e-16,-1.0,4.4574,64.96
4185.01,271,1035,0,7,1.2246467991473532e-16,-1.0,5.3028,4406.94
3054.43,315,1301,0,9,-0.8660254037844385,-0.5000000000000004,4.2454,3184.11
634.45,192,925,0,12,-0.5000000000000004,0.8660254037844384,1.9751,646.98
1485.52,235,613,0,11,-0.8660254037844386,0.5000000000000001,0.3138,1490.18
246.86,270,746,0,8,-0.4999999999999997,-0.8660254037844388,7.866,266.28
1036.13,252,1227,0,7,1.2246467991473532e-16,-1.0,6.5578,1104.08
260.93,49,253,0,5,0.8660254037844387,-0.4999999999999998,1.9381,265.99
650.58,359,1098,0,2,0.49999999999999994,0.8660254037844387,3.2971,672.03
823.55,60,437,0,9,-0.8660254037844385,-0.5000000000000004,1.6799,837.38
76.52,150,1490,1,1,0.0,1.0,-1.1166,75.66
58.17,238,248,0,9,-0.8660254037844385,-0.5000000000000004,3.0359,59.93
70.73,147,896,1,6,0.49999999999999994,-0.8660254037844387,4.6225,74.0
786.61,88,867,1,10,-1.0,-1.8369701987210297e-16,1.049,794.87
364.5,337,1218,2,12,-0.5000000000000004,0.8660254037844384,3.0732,375.7
467.04,26,601,0,7,1.2246467991473532e-16,-1.0,4.0528,485.96
377.45,89,251,1,7,1.2246467991473532e-16,-1.0,2.0912,385.34
70.57,363,1568,2,6,0.49999999999999994,-0.8660254037844387,4.9307,74.05
2272.4,267,1407,3,5,0.8660254037844387,-0.4999999999999998,4.1132,2365.87
1446.0,31,1152,1,2,0.49999999999999994,0.8660254037844387,-0.6902,1436.02
1238.67,276,804,0,1,0.0,1.0,0.7257,1247.66
61.82,354,1258,2,9,-0.8660254037844385,-0.5000000000000004,3.8009,64.17
1124.91,35,1098,1,11,-0.8660254037844386,0.5000000000000001,-1.126,1112.24
479.39,151,655,0,1,0.0,1.0,1.4108,486.16
1332.62,171,235,0,4,1.0,6.123233995736766e-17,4.2681,1389.5
52.83,47,217,2,8,-0.4999999999999997,-0.8660254037844388,1.7128,53.73
1653.59,73,831,0,9,-0.8660254037844385,-0.5000000000000004,1.4123,1676.94
3678.86,63,441,1,9,-0.8660254037844385,-0.5000000000000004,4.3782,3839.93
2566.8,67,706,0,9,-0.8660254037844385,-0.5000000000000004,1.7578,2611.92
3489.41,147,1063,1,2,0.49999999999999994,0.8660254037844387,-1.0071,3454.27
71.87,169,912,0,4,1.0,6.123233995736766e-17,3.373,74.29
484.43,87,468,1,6,0.49999999999999994,-0.8660254037844387,2.2519,495.34
167.09,105,1006,0,1,0.0,1.0,3.1347,172.33
766.34,70,1576,2,5,0.8660254037844387,-0.4999999999999998,-0.406,763.23
1221.81,291,571,0,5,0.8660254037844387,-0.4999999999999998,5.3223,1286.84
1236.62,77,217,0,12,-0.5000000000000004,0.8660254037844384,-1.0062,1224.17
5000.0,332,778,0,4,1.0,6.123233995736766e-17,2.9197,5145.98
4683.97,197,943,0,12,-0.5000000000000004,0.8660254037844384,0.6195,4712.99
158.8,293,1208,3,9,-0.8660254037844385,-0.5000000000000004,3.8725,164.95
3801.72,232,917,0,9,-0.8660254037844385,-0.5000000000000004,4.2877,3964.72
3589.47,97,1159,0,10,-1.0,-1.8369701987210297e-16,1.3647,3638.45
1497.1,220,959,1,11,-0.8660254037844386,0.5000000000000001,1.5942,1520.96
189.37,100,1204,0,3,0.8660254037844386,0.5000000000000001,1.0781,191.41
90.36,43,257,0,6,0.49999999999999994,-0.8660254037844387,6.4488,96.19
336.85,93,642,1,7,1.2246467991473532e-16,-1.0,5.2903,354.67
59.0,100,853,0,12,-0.5000000000000004,0.8660254037844384,2.2486,60.33
153.69,49,494,1,1,0.0,1.0,-1.3926,151.55
87.6,8,1626,1,6,0.49999999999999994,-0.8660254037844387,4.5205,91.56
626.85,345,1032,0,3,0.8660254037844386,0.5000000000000001,4.1545,652.89
831.97,187,756,1,3,0.8660254037844386,0.5000000000000001,1.6008,845.29
90.61,147,1311,2,10,-1.0,-1.8369701987210297e-16,1.9697,92.39
3815.8,340,1476,0,3,0.8660254037844386,0.5000000000000001,3.6746,3956.02
52.32,82,125,1,10,-1.0,-1.8369701987210297e-16,3.7183,54.26
318.98,147,855,0,12,-0.5000000000000004,0.8660254037844384,1.6498,324.25
483.14,309,667,0,10,-1.0,-1.8369701987210297e-16,3.7778,501.39
881.81,231,1338,1,3,0.8660254037844386,0.5000000000000001,2.3423,902.46
188.94,146,493,0,2,0.49999999999999994,0.8660254037844387,1.257,191.32
1229.14,93,518,0,6,0.49999999999999994,-0.8660254037844387,2.4355,1259.07
276.87,12,1161,0,7,1.2246467991473532e-16,-1.0,2.6672,284.26
199.81,31,1555,1,10,-1.0,-1.8369701987210297e-16,2.9875,205.77
312.77,59,316,1,6,0.49999999999999994,-0.8660254037844387,4.3181,326.28
86.8,287,940,0,3,0.8660254037844386,0.5000000000000001,7.3755,93.2
5000.0,233,1178,0,12,-0.5000000000000004,0.8660254037844384,2.2667,5113.34
518.75,158,498,2,11,-0.8660254037844386,0.5000000000000001,0.5478,521.59
102.99,286,1008,0,8,-0.4999999999999997,-0.8660254037844388,8.0766,111.31
2637.34,58,1471,0,9,-0.8660254037844385,-0.5000000000000004,1.3474,2672.88
1725.13,77,1272,0,12,-0.5000000000000004,0.8660254037844384,1.2345,1746.43
301.11,143,453,1,6,0.49999999999999994,-0.8660254037844387,5.3107,317.1
5000.0,335,1486,0,2,0.49999999999999994,0.8660254037844387,4.0034,5200.17
470.98,224,706,1,8,-0.4999999999999997,-0.8660254037844388,7.2014,504.89
128.96,311,859,1,6,0.49999999999999994,-0.8660254037844387,5.2311,135.7
1736.91,90,469,0,10,-1.0,-1.8369701987210297e-16,0.5427,1746.33
4281.11,310,1175,1,10,-1.0,-1.8369701987210297e-16,3.012,4410.06
126.23,26,228,0,6,0.49999999999999994,-0.8660254037844387,1.097,127.62
55.29,83,1078,0,5,0.8660254037844387,-0.4999999999999998,5.0536,58.08
657.52,191,327,1,6,0.49999999999999994,-0.8660254037844387,4.5601,687.5
1830.46,18,1274,0,8,-0.4999999999999997,-0.8660254037844388,3.672,1897.67
149.81,314,775,2,8,-0.4999999999999997,-0.8660254037844388,5.635,158.25
4764.77,317,1019,1,7,1.2246467991473532e-16,-1.0,6.7938,5088.48
87.23,198,376,0,7,1.2246467991473532e-16,-1.0,6.2405,92.67
1835.43,111,771,3,12,-0.5000000000000004,0.8660254037844384,-2.4368,1790.71
2105.08,36,78,0,4,1.0,6.123233995736766e-17,-4.6581,2007.02
137.62,226,1470,0,3,0.8660254037844386,0.5000000000000001,3.132,141.93
393.45,196,243,0,10,-1.0,-1.8369701987210297e-16,2.6244,403.77
40.18,278,313,2,12,-0.5000000000000004,0.8660254037844384,1.1427,40.64
992.17,220,793,0,8,-0.4999999999999997,-0.8660254037844388,4.7411,1039.21
804.77,46,1446,0,5,0.8660254037844387,-0.4999999999999998,2.1273,821.89
1393.57,44,165,0,5,0.8660254037844387,-0.4999999999999998,-0.1108,1392.03
430.25,285,416,0,6,0.49999999999999994,-0.8660254037844387,3.7799,446.51
261.08,58,854,0,1,0.0,1.0,1.0011,263.69
92.92,343,938,1,7,1.2246467991473532e-16,-1.0,8.4155,100.74
53.61,38,689,2,4,1.0,6.123233995736766e-17,-0.836,53.16
722.47,266,1496,1,4,1.0,6.123233995736766e-17,3.5188,747.89
3322.46,356,566,0,7,1.2246467991473532e-16,-1.0,6.8338,3549.51
1959.65,161,1030,0,12,-0.5000000000000004,0.8660254037844384,0.7248,1973.85
295.92,20,711,0,3,0.8660254037844386,0.5000000000000001,1.5801,300.6
5000.0,320,897,0,11,-0.8660254037844386,0.5000000000000001,4.4172,5220.86
143.12,68,1526,1,7,1.2246467991473532e-16,-1.0,5.0313,150.32
4714.66,193,519,0,12,-0.5000000000000004,0.8660254037844384,-0.2448,4703.11
168.91,360,1367,1,5,0.8660254037844387,-0.4999999999999998,7.9513,182.34
91.63,272,470,0,12,-0.5000000000000004,0.8660254037844384,2.0375,93.5
2480.32,16,642,1,8,-0.4999999999999997,-0.8660254037844388,1.1498,2508.84
318.4,300,290,2,9,-0.8660254037844385,-0.5000000000000004,4.1879,331.73
2866.96,59,612,1,7,1.2246467991473532e-16,-1.0,1.9897,2924.01
1675.11,274,1060,2,6,0.49999999999999994,-0.8660254037844387,3.97,1741.62
110.01,227,1133,1,7,1.2246467991473532e-16,-1.0,5.4198,115.97
80.87,105,768,1,11,-0.8660254037844386,0.5000000000000001,1.2889,81.91
357.0,155,564,0,10,-1.0,-1.8369701987210297e-16,3.1575,368.28
559.15,43,371,0,1,0.0,1.0,-4.0004,536.78
430.07,361,1567,2,9,-0.8660254037844385,-0.5000000000000004,4.8625,450.99
119.97,87,604,0,11,-0.8660254037844386,0.5000000000000001,-1.0174,118.75
114.63,112,630,2,9,-0.8660254037844385,-0.5000000000000004,2.1554,117.1
670.22,184,1415,0,6,0.49999999999999994,-0.8660254037844387,5.7784,708.95
57.43,246,1196,1,5,0.8660254037844387,-0.4999999999999998,4.78,60.18
457.9,184,1280,0,9,-0.8660254037844385,-0.5000000000000004,5.7572,484.26
51.49,184,792,2,8,-0.4999999999999997,-0.8660254037844388,5.0828,54.11
2806.6,213,671,0,5,0.8660254037844387,-0.4999999999999998,0.5018,2820.68
1012.66,313,1107,0,5,0.8660254037844387,-0.4999999999999998,7.082,1084.37
133.31,144,1800,2,5,0.8660254037844387,-0.4999999999999998,4.1059,138.79
2106.44,304,1193,0,1,0.0,1.0,1.1623,2130.92
474.67,288,717,0,1,0.0,1.0,1.3923,481.27
575.0,351,1201,2,1,0.0,1.0,-1.4389,566.73
153.19,334,780,1,6,0.49999999999999994,-0.8660254037844387,6.4858,163.13
296.56,292,709,0,7,1.2246467991473532e-16,-1.0,7.3333,318.3
2874.38,90,766,1,5,0.8660254037844387,-0.4999999999999998,1.0388,2904.24
71.71,283,189,0,12,-0.5000000000000004,0.8660254037844384,0.656,72.18
1110.28,269,1318,0,3,0.8660254037844386,0.5000000000000001,3.207,1145.89
108.4,105,427,1,5,0.8660254037844387,-0.4999999999999998,4.7207,113.52
332.46,248,434,0,3,0.8660254037844386,0.5000000000000001,4.1074,346.12
499.09,92,413,0,4,1.0,6.123233995736766e-17,2.9833,513.98
69.96,191,368,0,8,-0.4999999999999997,-0.8660254037844388,8.0956,75.63
71.47,291,1081,2,4,1.0,6.123233995736766e-17,5.3285,75.28
591.38,69,1531,1,4,1.0,6.123233995736766e-17,3.553,612.39
293.5,123,523,0,9,-0.8660254037844385,-0.5000000000000004,3.694,304.34
4418.57,291,1500,2,10,-1.0,-1.8369701987210297e-16,2.1627,4514.13
1492.58,166,1277,1,3,0.8660254037844386,0.5000000000000001,3.093,1538.75
3810.36,351,1157,0,2,0.49999999999999994,0.8660254037844387,1.0386,3849.94
3949.67,2,1077,2,3,0.8660254037844386,0.5000000000000001,-1.1346,3904.86
59.57,264,1122,0,7,1.2246467991473532e-16,-1.0,6.0646,63.18
3512.09,297,1153,0,12,-0.5000000000000004,0.8660254037844384,2.6265,3604.34
4880.34,335,1039,0,2,0.49999999999999994,0.8660254037844387,2.7,5012.11
416.92,57,858,0,1,0.0,1.0,0.3539,418.39
751.34,360,341,1,7,1.2246467991473532e-16,-1.0,5.0877,789.56
243.02,143,870,1,12,-0.5000000000000004,0.8660254037844384,1.829,247.47
86.97,128,1366,2,7,1.2246467991473532e-16,-1.0,5.6407,91.87
148.08,130,542,0,12,-0.5000000000000004,0.8660254037844384,-0.8962,146.75
58.72,233,407,0,8,-0.4999999999999997,-0.8660254037844388,5.4586,61.93
500.25,241,910,0,1,0.0,1.0,1.2959,506.73
804.91,173,237,0,6,0.49999999999999994,-0.8660254037844387,3.997,837.08
59.01,25,1529,2,10,-1.0,-1.8369701987210297e-16,0.7407,59.45
179.84,361,1578,1,7,1.2246467991473532e-16,-1.0,8.9175,195.88
67.14,81,868,1,3,0.8660254037844386,0.5000000000000001,1.3253,68.03
3375.17,34,237,1,3,0.8660254037844386,0.5000000000000001,-0.1914,3368.71
1811.19,218,440,0,8,-0.4999999999999997,-0.8660254037844388,2.768,1861.32
40.0,150,91,0,6,0.49999999999999994,-0.8660254037844387,3.797,41.52
2161.82,225,713,0,7,1.2246467991473532e-16,-1.0,4.032,2248.98
2073.01,320,570,1,5,0.8660254037844387,-0.4999999999999998,4.4752,2165.78
2484.16,35,1170,0,5,0.8660254037844387,-0.4999999999999998,0.5116,2496.87
3641.57,103,1274,0,8,-0.4999999999999997,-0.8660254037844388,1.3233,3689.76
413.32,189,756,1,1,0.0,1.0,-0.1356,412.76
190.09,288,1468,0,6,0.49999999999999994,-0.8660254037844387,7.599,204.53
2805.37,219,699,0,5,0.8660254037844387,-0.4999999999999998,2.6151,2878.74
1872.29,140,217,0,10,-1.0,-1.8369701987210297e-16,1.6981,1904.08
217.18,223,1367,0,9,-0.8660254037844385,-0.5000000000000004,4.456,226.86
689.49,358,620,0,6,0.49999999999999994,-0.8660254037844387,3.3737,712.75
806.48,175,1558,2,4,1.0,6.123233995736766e-17,3.4683,834.46
540.09,323,1213,1,3,0.8660254037844386,0.5000000000000001,4.0953,562.21
1067.54,285,1413,0,3,0.8660254037844386,0.5000000000000001,3.1031,1100.67
76.27,110,1072,1,4,1.0,6.123233995736766e-17,2.9735,78.54
422.95,91,973,1,10,-1.0,-1.8369701987210297e-16,1.7239,430.24
147.18,281,444,1,1,0.0,1.0,-0.0693,147.08
43.19,75,721,2,1,0.0,1.0,1.5761,43.87
511.22,123,693,1,7,1.2246467991473532e-16,-1.0,3.8148,530.73
234.57,86,495,0,3,0.8660254037844386,0.5000000000000001,1.7437,238.66
384.8,221,910,0,10,-1.0,-1.8369701987210297e-16,3.1461,396.91
98.51,107,1311,0,10,-1.0,-1.8369701987210297e-16,4.2047,102.65
369.45,241,96,0,10,-1.0,-1.8369701987210297e-16,4.4347,385.84
190.78,342,1295,2,6,0.49999999999999994,-0.8660254037844387,6.1677,202.55
56.45,303,1332,1,6,0.49999999999999994,-0.8660254037844387,7.0438,60.43
1823.0,346,690,0,6,0.49999999999999994,-0.8660254037844387,6.9551,1949.79
778.51,8,581,2,3,0.8660254037844386,0.5000000000000001,-0.6116,773.75
565.07,166,832,1,7,1.2246467991473532e-16,-1.0,6.0858,599.46
1076.37,80,1251,0,11,-0.8660254037844386,0.5000000000000001,1.6788,1094.44
270.54,335,1588,2,4,1.0,6.123233995736766e-17,4.5346,282.8
94.41,260,1040,0,1,0.0,1.0,3.1858,97.41
253.85,117,752,0,7,1.2246467991473532e-16,-1.0,6.234,269.68
2145.03,206,984,0,5,0.8660254037844387,-0.4999999999999998,3.4445,2218.91
982.81,221,1420,2,10,-1.0,-1.8369701987210297e-16,3.2767,1015.02
2318.53,181,1162,0,11,-0.8660254037844386,0.5000000000000001,5.4099,2443.96
2630.82,173,255,0,12,-0.5000000000000004,0.8660254037844384,0.4182,2641.82
119.3,20,311,1,5,0.8660254037844387,-0.4999999999999998,-0.2941,118.95
3341.22,165,818,2,11,-0.8660254037844386,0.5000000000000001,-0.1584,3335.93
924.95,127,423,0,2,0.49999999999999994,0.8660254037844387,1.0278,934.45
717.97,299,940,0,5,0.8660254037844387,-0.4999999999999998,4.2151,748.23
555.99,316,1206,2,4,1.0,6.123233995736766e-17,1.9839,567.02
536.52,274,1454,1,12,-0.5000000000000004,0.8660254037844384,0.0202,536.63
78.71,11,1176,0,8,-0.4999999999999997,-0.8660254037844388,3.5566,81.51
48.15,307,260,0,5,0.8660254037844387,-0.4999999999999998,7.5262,51.78
275.08,145,1281,0,2,0.49999999999999994,0.8660254037844387,1.0627,278.0
142.71,152,1242,1,10,-1.0,-1.8369701987210297e-16,4.6036,149.28
68.44,345,768,1,8,-0.4999999999999997,-0.8660254037844388,5.974,72.53
40.0,317,247,1,11,-0.8660254037844386,0.5000000000000001,1.9921,40.8
5000.0,18,1200,0,6,0.49999999999999994,-0.8660254037844387,3.4065,5170.32
112.87,131,559,1,2,0.49999999999999994,0.8660254037844387,-1.587,111.08
4112.84,274,365,0,5,0.8660254037844387,-0.4999999999999998,6.1247,4364.74
606.36,197,918,2,8,-0.4999999999999997,-0.8660254037844388,4.7914,635.41
87.35,94,165,0,3,0.8660254037844386,0.5000000000000001,2.5141,89.54
88.43,192,626,0,1,0.0,1.0,1.403,89.67
103.47,317,404,0,10,-1.0,-1.8369701987210297e-16,5.1076,108.75
191.97,81,122,0,7,1.2246467991473532e-16,-1.0,4.9011,201.38
155.83,273,1359,0,5,0.8660254037844387,-0.4999999999999998,5.8138,164.89
2169.62,268,663,1,7,1.2246467991473532e-16,-1.0,3.3199,2241.65
281.72,324,1105,2,9,-0.8660254037844385,-0.5000000000000004,3.3942,291.29
682.77,109,1234,0,1,0.0,1.0,0.1018,683.47
500.35,79,745,0,6,0.49999999999999994,-0.8660254037844387,4.2306,521.52
933.3,200,471,0,4,1.0,6.123233995736766e-17,2.3658,955.38
5000.0,194,1362,1,2,0.49999999999999994,0.8660254037844387,-0.0249,4998.75
430.94,149,1052,0,1,0.0,1.0,2.313,440.91
152.29,285,59,0,6,0.49999999999999994,-0.8660254037844387,4.418,159.02
5000.0,292,1237,0,7,1.2246467991473532e-16,-1.0,4.9121,5245.6
4042.6,89,217,0,7,1.2246467991473532e-16,-1.0,4.0196,4205.1
2242.82,291,1322,1,10,-1.0,-1.8369701987210297e-16,4.1752,2336.46
1548.91,84,190,0,6,0.49999999999999994,-0.8660254037844387,0.5928,1558.09
238.27,149,140,0,8,-0.4999999999999997,-0.8660254037844388,1.9148,242.83
471.82,9,328,1,10,-1.0,-1.8369701987210297e-16,-1.9342,462.7
286.88,124,1123,0,8,-0.4999999999999997,-0.8660254037844388,4.9775,301.16
888.56,350,889,1,11,-0.8660254037844386,0.5000000000000001,4.6163,929.58
2489.71,161,920,0,3,0.8660254037844386,0.5000000000000001,3.7677,2583.51
260.45,259,819,2,10,-1.0,-1.8369701987210297e-16,4.2265,271.46
463.63,39,328,1,9,-0.8660254037844385,-0.5000000000000004,4.1805,483.01
2168.0,232,1189,0,7,1.2246467991473532e-16,-1.0,5.7377,2292.4
157.85,135,1599,2,1,0.0,1.0,2.238,161.38
1023.91,272,1266,0,7,1.2246467991473532e-16,-1.0,5.1799,1076.95
1356.84,339,139,0,11,-0.8660254037844386,0.5000000000000001,-0.4104,1351.27
78.01,194,1576,1,8,-0.4999999999999997,-0.8660254037844388,5.1565,82.03
164.82,37,990,1,1,0.0,1.0,-0.4429,164.09
43.49,174,330,0,4,1.0,6.123233995736766e-17,7.0293,46.55
40.0,45,334,0,7,1.2246467991473532e-16,-1.0,3.7201,41.49
453.65,164,777,0,10,-1.0,-1.8369701987210297e-16,1.6245,461.02
1428.57,22,1119,1,6,0.49999999999999994,-0.8660254037844387,3.7629,1482.32
243.19,234,565,2,11,-0.8660254037844386,0.5000000000000001,0.4088,244.19
889.56,113,767,0,10,-1.0,-1.8369701987210297e-16,2.4975,911.77
100.39,73,709,3,4,1.0,6.123233995736766e-17,2.1814,102.58
3097.61,6,1381,0,3,0.8660254037844386,0.5000000000000001,-1.6685,3045.92
280.95,325,1040,1,11,-0.8660254037844386,0.5000000000000001,5.6532,296.84
1363.65,306,1026,2,8,-0.4999999999999997,-0.8660254037844388,6.2866,1449.38
86.33,297,834,1,11,-0.8660254037844386,0.5000000000000001,3.878,89.68
2728.45,21,1263,0,12,-0.5000000000000004,0.8660254037844384,1.9588,2781.89
612.2,127,1050,0,6,0.49999999999999994,-0.8660254037844387,4.0466,636.98
4319.1,355,609,0,1,0.0,1.0,2.8764,4443.34
400.65,211,1476,1,11,-0.8660254037844386,0.5000000000000001,2.88,412.19
3136.64,47,1286,3,8,-0.4999999999999997,-0.8660254037844388,0.4532,3150.85
242.44,51,131,0,2,0.49999999999999994,0.8660254037844387,-1.6091,238.54
